topID,subtopID,conID,passID,passOrder,passTitle,passText
1,101,1,101111,11,pTitle0101111,"Bone defects are currently treated with either synthetic substitutes or bone grafts taken from a bone bank or another part of the patient's body. However, these treatments often spark immune rejection and can be quickly outgrown by pediatric patients. Bone grafts generated from patient stem cells overcome such limitations. However, it is difficult to bioengineer these grafts for larger defects. Scientists recently developed a new bone engineering technique to address this limit. The technique allows researchers to combine segments of bone engineered from stem cells. This creates large scale, personalized grafts that will enhance treatment for those suffering from bone disease or injury. The team engineered a graft corresponding to a defect in the femur of a rabbit that affected about 30% of the bone's total volume. They first scanned the femur to assess the size and shape of the defect and generated a model of the graft. They then partitioned the model into smaller segments and created customized scaffolds for each. The team then placed these scaffolds into a special bioreactor. It is specially designed to accommodate bone grafts with a broad range of sizes. This bioreactor was able to ensure uniform development of tissue throughout the graft. Once the cells integrated within the scaffold, the segments of the bone graft could then be combined into a single, stable graft using bone adhesives or other orthopedic devices."
1,101,2,101201,01,pTitle0101201,"A bone graft is the transplant of bone tissue. Surgeons use bone grafts to repair and rebuild diseased bones, tendons and cartilage in the hips, knees and spine. Grafts can also be used to repair bone loss caused by fractures from accidents, or to enhance the density and quality of existing bone, or to reduce suffering from a variety of illnesses, such as tumors or cancers. Once the body receives the bone graft, it provides a framework for growth of fresh and living bone. If the transplanted bone comes from another person, it is called an allograft. Most allograft bone comes from donors who have died. Tissue banks carefully screen the medical histories of the donors and freeze the donated bones. After harvesting, the tissue bank will process and prepare the donated bone to ensure that it is safe to use to reduce the risks of contamination, infection or disease transmission. If the transplanted bone originates from another part of the patient’s own body, it is called an autograft. In some cases, a man-made bone substitute is used as an alternative for the bone graft. During the surgery, the physician often makes a cut into the bone near the defect where the graft is to be placed. The potential drawbacks of the surgical procedure include chronic pain from the surgical site (e.g., if nerves are inadvertently cut) or rejection of transplants."
1,101,2,101202,02,pTitle0101202,"An allograft is bone or tissue that is transplanted from one person to another. The tissue is often
received directly from donors who have died or from a bone tissue bank. Surgeons use allografts
widely to repair bone, tendons and cartilage in many different surgeries. In the United States,
over 900,000 allografts are harvested each year. The greatest advantage of allografts is to
enhance the quality of life for patients by reducing the number of surgical sites. Athletes who
need to rebuild their knees usually receive allografts to provide the framework for the growth of
fresh bone. Patients suffering from back pain often receive harvested allografts that ensure bone
quality and density. Cancer patients sometimes receive allografts to fill bone loss caused by
tumor surgery. The procedure to prepare the donated bone for transplantation is called
processing. Processing is performed in carefully controlled environments to prevent
contamination or infection. All potential donors are carefully screened for medical histories
before a donation can take place. Most donors are young people who have died in accidents or
from sudden illness. Patients with any history of cancer cannot donate their bones. In most cases,
allografts are very safe and effective. There are cases where the allografts don’t perform as
expected. This can be caused by a variety of factors, including patient age, life style, or medical
condition."
1,101,2,101203,03,pTitle0101203,"In contrast to an allograft, an autograft involves using bone from the same person who received
the graft. Autografts can be harvested from what are considered “non-essential” bones. Theses
bones often include the hip, but never the knees or the spine. If a bone graft involves a bigger
area, which is usually called a “block graft,” surgeons may suggest an autograft to patients for
greater support of bone growth. Because the graft originates from the patient’s own body, the
risk of bone graft rejection is much reduced. However, as in an allograft, an autograft also carries
the risk of chronic pain at the site where the bone tissue was placed. Most commonly, chronic
pain associated with a bone graft transplant is either caused by an injury to a tendon, or to
cartilage or a muscle. Pain may also result if the small nerves near the surgical site are cut. As
the quality of surgical techniques has advanced over the years, the risk of having chronic pain
from autograft surgery has been reduced. Also, given there are a growing variety of effective
alternatives to autograft tissue, such as man-made substances, fewer and fewer medical
procedures (especially spine procedures) include autograft bone harvesting."
1,101,2,101204,04,pTitle0101204,"There are different advantages of using autografts and allografts. Autograft bone is one of the
safest because there is no risk of disease transmission from other donors. Patients from whom an
autograft is harvested commonly have a better chance of accepting the graft, which results in a
more effective transplant to repair and rebuild the diseased bones. Because the bone growing
cells and proteins originate from the patient’s own body, there is reduced risk of rejection. After
the surgery, autograft bone provides a strong framework for the fresh bone to grow into. Because
the autograft substance is living bone, with all the bone cells and proteins that support tissues and
enhance bone formation, new bone growth is ensured. On the other hand, the biggest advantage
of allograft bone is the reduction in the area of surgery. Receiving allograft tissue from another
person means that a second surgery to remove autograft bone, tendon or cartilage from the
patient’s own body, is not necessary. It also reduces the risk of infection, and reduces the pain
because there is no second surgical site for harvesting. Without having the second surgery, it also
reduces the expense for patients. Patients who cannot handle multiple surgeries because of
medical or financial conditions are recommended to receive an allograft."
1,101,2,101205,05,pTitle0101205,"There are different drawbacks of autografts and allografts. Although one of the advantages of an
autograft is the reduced chance of disease transmission, a potential drawback of autograft is that
it involves a second procedure to harvest the bone, which may cause pain at the surgical site
from which the graft is taken. This also increases surgical risks; the second site sometimes takes
a longer period of time to heal than the site of the primary surgery, which can be up to years
longer. It also may not be a best option in cases where the patient's overall bone quality and
density is poor, or when a large area of graft substance is needed. This is because there is a
relatively small amount of bone available for autograft. The final drawback is the additional
financial expense of the second procedure. Drawbacks of allograft bone include the slight chance
of disease transmission and the problem of bone variability because it may be harvested from a
variety of donors. As a result, grafted bone may take longer to grow with the host bone (than in
an autograft). Also, because the bone growth cells and proteins are removed during processing in
an allograft, it is not as effective as an autograft. Sometimes, the patient's immune system may
reject the grafted bone tissue. Patients are recommended to take drugs for reducing the chance of
rejection."
1,101,2,101206,06,pTitle0101206,"One drawback of bone allograft harvesting is the potential risk of disease transmission. Patients
may have concerns about the actual chance of disease transmission in the surgery. An allograft
may be obtained from living donors who are having bone removed during surgery or donors who
had died. There are a variety of allografts including the fresh frozen allograft and the freeze-dried
bone allograft. There have been no cases of disease transmission during the 30-year history of
using freeze-dried bone allografts. However, there have been four cases of HIV infection using
fresh-frozen bone allografts. It is important to note, however, that fresh-frozen allografts are not
commonly used in this surgery. A freeze-dried bone allograft is the primary kind of allograft. Its
processing procedure takes a relatively longer time. It includes additional tests to ensure there is
no risk of disease transmission. Most bone banks follow the guidelines available from the
American Association of Tissue Banks. The guidelines provide a careful screening and
processing procedure of donated bone substances, such as removing proteins. With donor
screening and processing recommendations, the chance of receiving a bone graft from an HIV-
infected donor is one in 1.67 million, a very slight chance. Therefore, the established donor
screening and processing procedures will ensure that bone allografts are safe for bone graft
harvesting."
1,101,2,101207,07,pTitle0101207,"A successful usage of allografts requires a thorough processing procedure. This is to remove any
material that might elicit an immune response, such as bone marrow or pathogens. Allograft is
bone or tissue from one person to another, while an autograft involves using bone from the same
person. Thus, the greatest advantage of allografts is to enhance the quality of life for patients by
reducing the number of surgical sites. However, one drawback of bone allograft harvesting is the
potential risk of disease transmission. In addition, sometimes the patient’s immune system may
reject the grafted bone tissue. To prevent contamination or infection, a process called
decellularization is often used. Decellularizing the bone graft uses a mix of chemical substances,
enzymes, and physical treatment. Common methods can be based on chemical treatment,
sonication, or irradiation. Some methods may result in better conditions for stem cell growth to
integrate the graft. Properties of the bone graft such as surface area and stability may be altered
by the processing of the graft. While these methods may be viewed as the central step in graft
processing, donor screening will also ensure that bone grafts are safe for bone graft harvesting.
Most bone banks follow strict guidelines. As a result, the chance of receiving a bone graft from
an HIV-infected donor is very slight."
1,101,2,101208,08,pTitle0101208,"Besides processing methods, the harvesting of donated bone substances is also a central step to
prevent rejection or infection. Unlike autograft, allograft is bone or tissue that is transplanted
from one person to another. Therefore, one drawback involves the potential risk of disease
transmission. There are several groups that regulate allograft use. They include the Food and
Drug Administration (FDA), as well as the American Association of Tissue Banks (AATB).
AATB publishes industry standards and offers a thorough process to accredit its members. By
becoming a member under AATB, tissue banks agree to comply with on-site inspections. In
addition, they must follow other safety guidelines to reduce risks. Bone banks exist to provide
the surgeon with safe bone tissue that is high quality and suitable for medical application. Some
goals of bone banking are to preserve the physical properties of the graft and certain chemical
conditions. It also ensures sterility and remove material that might elicit an immune response,
such as bone marrow or pathogens. One common concern is to screen for HIV-infected donor.
As a result, producing an allograft for surgery can take a long period of time through a careful
process. This process begins with donor screening, where donor's history and medical conditions
are important factors."
1,101,2,101209,09,pTitle0101209,"Harvesting an allograft that is safe and suitable for patients requires a careful process. Groups such
as the FDA and AATB publish industry standards and strict safety guidelines to reduce risks. When
a bone bank receives a potential donor’s death, its first step is to determine donor eligibility based
on available information. For example, what is the person's age, cause of death, life style, or
medical condition. If a potential donor can be accepted, the bone bank would need consent from
relatives or caretaker of the donor according to FDA regulations. Next, the bone bank sends a
recovery team to evaluate and procure potential donor tissues. The team assigns a unique tracking
number to the potential donor. After a more thorough screening and additional tests, they must
procure the tissue within 12 hours of death, or within 24 hours for refrigerated cadavers. Lastly,
the harvested tissues are treated with a mix of processing procedures. These are to remove any
material that might elicit an immune response, such as bone marrow or pathogens. Unlike autograft,
allograft is bone or tissue that is transplanted from one person to another. Therefore, one drawback
involves the potential risk of disease transmission. One common concern is to screen for HIV-
infected donor, especially in fresh frozen bone allografts. However, chances are slight if bone
banks follow each step to prevent rejection or infection."
1,101,2,101210,10,pTitle0101210,"Most bone banks follow strict safety rules available from the American Association of Tissue
Banks. They provide a careful screening and processing procedure of donated bone substances,
such as removing protein. When a bone bank receives a potential donor’s death, its first step is to
determine donor eligibility based on available information. For example, what is the person's age,
cause of death, life style, or medical condition. Donors are often young people who have died in
accidents or from sudden illness. They should be in good health and free of diseases having
potential risk of transmission. There are several disease processes that would make their bone
tissue not suitable for medical application. Unlike autograft, a primary concern for allograft is to
screen for donors tested positive for HIV, with the first case of disease transfer reported in 1988.
Common methods for HIV screening can be based on chemical tests. The recovery team also
screens for a history of IV drug use and evaluate lymph node biopsy. These are all important
factors to exclude before a donation can take place. With proper standards, the chance of receiving
allografts from an HIV-infected donor is greatly reduced. Another risk to exclude is cancer, which
requires a thorough autopsy. Lastly, bacterial and viral infections must also be ruled out, performed
with tests for different pathogens."
1,101,2,101211,11,pTitle0101211,"The most commonly used method to ensure allograft sterility is irradiation. It is believed that
irradiation will prevent HIV transmission, thus making it worthwhile to enhance safety at the
cost of certain material properties of the bone. However, studies have shown that, even at doses
at which tissue quality begins to change, irradiation may fail to remove HIV type 1. HIV is one
of several disease processes that would make their bone tissue not suitable for medical
application. When a bone bank receives a potential donor’s death, its first step is to determine
donor eligibility based on available information. Unlike autograft, a primary concern for allograft
is to screen for donors tested positive for HIV. There have been no cases of disease transfer in
the history of using freeze-dried bone allografts. However, there have been four cases of HIV
infection using fresh-frozen bone allografts. Therefore, most bone banks follow strict safety rules
available from the American Association of Tissue Banks. They also adopt several methods to
screen for HIV and evaluate lymph node biopsy. Mere freezing of bone allografts can greatly
reduce the risk of disease transfer. Additional processing procedures can reduce patent’s
concerns about the actual chance of infection in the surgery. For example, certain chemical
treatments have been also been found to inactivate HIV."
1,101,3,101301,01,pTitle0101301,"A bone graft is the transplant of bone tissue. Surgeons use bone grafts to repair and rebuild diseased bones, tendons and cartilage in the hips, knees and spine. Grafts can also be used to repair bone loss caused by fractures from accidents, or to enhance the density and quality of existing bone, or to reduce suffering from a variety of illnesses, such as tumors or cancers. Once the body receives the bone graft, it provides a framework for growth of fresh and living bone. If the transplanted bone comes from another person, it is called an allograft. Most allograft bone comes from donors who have died. Tissue banks carefully screen the medical histories of the donors and freeze the donated bones. After harvesting, the tissue bank will process and prepare the donated bone to ensure that it is safe to use to reduce the risks of contamination, infection or disease transmission. If the transplanted bone originates from another part of the patient’s own body, it is called an autograft. In some cases, a man-made bone substitute is used as an alternative for the bone graft. During the surgery, the physician often makes a cut into the bone near the defect where the graft is to be placed. The potential drawbacks of the surgical procedure include chronic pain from the surgical site (e.g., if nerves are inadvertently cut) or rejection of transplants."
1,101,3,101302,02,pTitle0101302,"Bone grafts, which involve transplanting bone tissue, can be used to repair and rebuild bones,
tendons, or cartilage. Bone grafts can be used when there is damage in the hips, knees, or spine
for many conditions, and for repairing fractures from an accident. Grafts can also enhance bone
density and quality that are compromised by tumors, cancers, or other illnesses. Bone grafts
enable the body to build new bone by providing a framework to support the growth of new cells.
Bone grafts can originate from the patient needing the graft or another person. It is called an
allograft when the bone is transplanted from another person. A major source of allograft is from
deceased individuals who had had good medical histories and has volunteered for organ donation
before death. The donated bones are carefully screened and frozen at bone banks, which ensure
that the tissue is safe to use by preparing the bones through a process that eliminates
contamination. These procedures reduce the risk of transmitting infection and disease. There is
also a chance that the transplant will be rejected. An autograft, which reduces the risk of
rejection, is transplanted bones that originates from another part of the patient’s own body. As a
substitute for autografts and allografts, man-made bone is sometimes used. Physicians often cut
into the bone near the site where he or she will place the graft. If the nerves near the site are cut,
the patient may suffer from chronic pain after the surgery."
1,101,3,101303,03,pTitle0101303,"People can suffer from bone loss because of a fracture from an accident or from illnesses. For
example, tissue can be lost in tumors and other forms of cancer. In these cases, bone grafts are an
option for repairing and rebuilding the diseased bones. A bone graft is the transplantation of bone
tissues, including bones, tendons and cartilage. Bone grafts can be used to enhance the quality
and density of bones in the hips, knees and spine because it can offer a framework for bone cells
to grow once the body accepts the bone graft. Transplanting bones from another person is an
allograft, and transplanting bones from another part of patient’s own body is an autograft. The
tissue bank processes and prepares the donated bones to make sure it is safe without the risks of
contamination, infection or disease transmission. Most allograft bone comes from people who
had agreed to organ donation before death. These are people whose medical histories had been
carefully screened and were in good health. In some cases, a man-made bone alternative is used
in bone grafting instead of autografts and allografts. There are some potential drawbacks of bone
graft surgeries, such as the risk of chronic pain from the surgical site, or occasionally rejection of
transplants. To insert the bone graft, the physician usually makes a deep cut into the bone.
Therefore, sometimes the nerves maybe inadvertently cut and result in pain after the surgery."
1,101,3,101304,04,pTitle0101304,"Bone grafting is the transplantation of bone tissue. Bone tissues can be obtained from either
another donor, which is called an allograft, or the patient’s own body, which is called an
autograft. A man-made substitute can also be used. The donated bone tissues, including bones,
tendons and cartilage, are first harvested from the qualified donors whose medical histories are
carefully screened. Then tissue banks process and freeze the donated bone tissues to ensure that
they are safe to use in the surgeries to prevent the risks of contamination, infection or disease
transmission. Once the donated bones are ready for transplantation, surgeons often make a cut
into the damaged bone and fill the incision with the bone graft. Common areas of bone grafting
include hips, knee and spine. Bone grafts can be applied to people who have fractures caused by
accidents or to people suffering with illness that result in bone loss, such as tumors or cancers.
The advantage of a bone graft is that it provides a framework to support the growth of living
bone cells, as well as new bone cells. However, there is a risk of transplant rejection. Under
certain circumstances, patients may also have chronic pain at the surgical site because of the
inadvertent damage to the nerves during surgery."
1,101,3,101305,05,pTitle0101305,"Receiving bone tissue from a donor or from oneself is called a bone graft. Receiving bone tissues
from the patient’s own body is called an autograft; receiving bone tissues from others is called an
allograft. Whether an allograft, autograft, or a man-made alternative, bone grafts can be used to
repair and rebuild damaged bone tissue, including tendons and cartilage as well. The most
typical sites for bone grafts are in the spine, the bones of the knees, and also the hips. During the
surgery, physicians often carve out the diseased bones and place the bone graft in. The safety of
the bone graft is ensured by the careful screening of the bone tissue bank. The medical history of
each potential donor is taken to be sure that only healthy bone is harvested. The bone tissue
banks process and freeze the donated bones to prevent the tissue from becoming contaminated.
The careful screening by the bank reduced the risks of disease transmission. In addition to
rejection of transplants, there is a risk that patients may suffer from chronic pain at the surgical
site after bone graft. That is because there is a chance that the surgeon will cut a nerve when
inserting the graft into the bone. However, bone grafts can enhance bone growth by providing a
framework for bone cells and ensure bone density and quality for patients suffering from bone
loss. Therefore, patients with fractures, tumors or cancers are often recommended to receive
bone grafts.
"
1,101,3,101306,06,pTitle0101306,"Bone tissue transplantation, a so-called bone graft, can be applied to people who suffer from
bone loss. The reason for bone loss includes having illness, such as tumors or cancers, or having
accidents that damage the bones (e.g., fractures). Bone grafts can repair and rebuild diseased
bones, tendons, and cartilage in the hips, knees and spine. Bone tissue banks often store bones
from deceased donors who had been screened for qualified medical histories and provide these
donated bones in an allograft surgery. Surgeons may use bones from another part of the patient’s
own body for bone grafts, which is called an autograft; in some cases, surgeons may use man-
made alternatives for bone grafts. Bone grafts are safe because the bone tissue banks carefully
process and freeze the donated bone tissue to reduce the risks of contamination, infection and
disease transmission. Bone grafts can also enhance bone growth by providing the framework for
living bone cells; therefore, after surgery, the quality and density of bones are often improved for
the patient. The potential drawbacks of bone graft surgery include chronic pain at the surgical
site, in part because the surgery may affect the nerves near the site where the bone graft is
placed. There is also a small chance of transplant rejection for the bone graft."
1,101,3,101307,07,pTitle0101307,"Bone grafts can be used to repair and rebuild bones, tendons, or cartilage when there is damage
in the hips, knees, or spine. When surgeons transplant bones from another part of the patient’s
own body for bone grafts, it is called an autograft. In some other cases, surgeons may use
artificial alternatives as substitutes. Physicians often make incisions into the bone near the site
where he or she will place the graft. If the nerves near the site are accidentally damaged, the
patient may suffer from chronic pain after the surgery. Bone graft can also be applied to people
suffering from bone degeneration. The reason for bone degeneration includes illnesses such as
tumors or cancers. It can also be resulted from accidents that damage the bones, such as
fractures. Grafts enhance bone density and quality, enabling the body to deposit new bone on a
framework to support the growth of new cells. Accredited bone tissue banks often store bones
from deceased donors. They must be screened for qualified medical histories in order to provide
these donated bones in an allograft surgery. Bone grafts are safe because the bone tissue banks
carefully process and freeze the donated bone tissue to reduce the risks of contamination,
infection and disease transmission. These procedures reduce the risk of transmitting infection
and disease. There is also a possibility that the transplant will be rejected."
1,101,3,101308,08,pTitle0101308,"A bone graft is the transplantation of bone tissues, including bones, tendons and cartilage.
Transplanting bones from another person is an allograft, while transplanting bones from another
part of patient’s own body is an autograft. There are some potential drawbacks of bone graft
surgeries, such as the risk of chronic pain from the surgical site, or occasionally rejection of
transplants. Physicians often make incisions into the bone near the site where he or she will place
the graft. If the nerves near the site are accidentally damaged, the patient may suffer from
chronic pain after the surgery. Despite the risk, bone grafts are a good option for repairing and
rebuilding the diseased bones, such as in the hips, knees, or spine. Grafts enhance bone density
and quality, enabling the body to deposit new bone on a framework to support the growth of new
cells. Most allograft bone comes from people who had agreed to organ donation before death.
These allografts are stored in accredited tissue bank that processes and prepares the donated
bones. They use a rigorous process to make sure that donated bones are safe and without the
risks of contamination, infection or disease transmission. Every donor’s medical histories must
be carefully screened. In some cases, a man-made bone alternative is used in bone grafting
instead. They carry less infection risks than allografts."
1,101,3,101309,09,pTitle0101309,"When a doctor transplants bone tissue in a patient, the procedure is called bone grafting.
Common areas of bone grafting include hips, knee and spine. Bone grafts can be applied to
people who have fractures caused by accidents or to people suffering with illness that result in
bone loss, such as tumors or cancers. The advantage of a bone graft is that it provides a
framework to support the growth of living bone cells, as well as new bone cells. However, there
are also some potential drawbacks of bone graft surgeries. These include the risk of chronic pain
from the surgical site, or occasionally rejection of transplants. Therefore, the donated bone
tissues, including bones, tendons and cartilage, are first harvested from the qualified donors
whose medical histories are carefully screened. Transplanting bones from another person is an
allograft. Transplanting bones from another part of patient’s own body is an autograft. Most
allograft bone comes from people who had agreed to organ donation before death. These
allografts are stored in accredited tissue bank that processes and prepares the donated bones.
They use a rigorous process to make sure that donated bones are safe and without the risks of
contamination, infection or disease transmission. After a bone graft operation, recovery time
depends on the injury or defect being treated and the size of the bone graft."
